order,index,discussion_path,discussion_url,model_id,is_hidden,length,is_non_english,contains_question_run_1,contains_question_run_2,contains_question_run_3,contains_question_final_class
299,17986,tatsu-lab@alpaca-farm-ppo-sim-wdiff\discussion_1.yaml,https://huggingface.co/tatsu-lab/alpaca-farm-ppo-sim-wdiff/discussions/1,tatsu-lab/alpaca-farm-ppo-sim-wdiff,False,519,False,yes,yes,yes,yes
300,14130,OpenAssistant@oasst-rlhf-2-llama-30b-7k-steps-xor\discussion_2.yaml,https://huggingface.co/OpenAssistant/oasst-rlhf-2-llama-30b-7k-steps-xor/discussions/2,OpenAssistant/oasst-rlhf-2-llama-30b-7k-steps-xor,False,1367,False,yes,yes,yes,yes
301,1753,bibekbehera@autotrain-numeric_prediction-40376105019\discussion_1.yaml,https://huggingface.co/bibekbehera/autotrain-numeric_prediction-40376105019/discussions/1,bibekbehera/autotrain-numeric_prediction-40376105019,False,184,False,yes,yes,yes,yes
302,7262,google@flan-t5-xl\discussion_25.yaml,https://huggingface.co/google/flan-t5-xl/discussions/25,google/flan-t5-xl,False,1597,False,no,no,no,no
303,1707,BertChristiaens@controlnet-seg-room\discussion_5.yaml,https://huggingface.co/BertChristiaens/controlnet-seg-room/discussions/5,BertChristiaens/controlnet-seg-room,False,120,False,yes,yes,yes,yes
304,12785,Nacholmo@controlnet-qr-pattern-sdxl\discussion_1.yaml,https://huggingface.co/Nacholmo/controlnet-qr-pattern-sdxl/discussions/1,Nacholmo/controlnet-qr-pattern-sdxl,False,357,False,yes,yes,yes,yes
305,20174,TheBloke@WizardLM-13B-V1.2-GPTQ\discussion_1.yaml,https://huggingface.co/TheBloke/WizardLM-13B-V1.2-GPTQ/discussions/1,TheBloke/WizardLM-13B-V1.2-GPTQ,False,14769,False,yes,yes,yes,yes
307,22311,WarriorMama777@OrangeMixs\discussion_81.yaml,https://huggingface.co/WarriorMama777/OrangeMixs/discussions/81,WarriorMama777/OrangeMixs,False,1715,False,yes,yes,yes,yes
308,14266,openbmb@UltraLM-13b\discussion_1.yaml,https://huggingface.co/openbmb/UltraLM-13b/discussions/1,openbmb/UltraLM-13b,False,2916,False,no,no,no,no
309,1862,bigcode@starcoder\discussion_87.yaml,https://huggingface.co/bigcode/starcoder/discussions/87,bigcode/starcoder,False,818,False,yes,yes,yes,yes
310,15500,replit@replit-code-v1-3b\discussion_6.yaml,https://huggingface.co/replit/replit-code-v1-3b/discussions/6,replit/replit-code-v1-3b,False,1800,False,yes,no,no,no
311,12773,mys@ggml_llava-v1.5-7b\discussion_1.yaml,https://huggingface.co/mys/ggml_llava-v1.5-7b/discussions/1,mys/ggml_llava-v1.5-7b,False,87,False,no,no,no,no
312,8204,huawei-noah@DynaBERT_MNLI\discussion_1.yaml,https://huggingface.co/huawei-noah/DynaBERT_MNLI/discussions/1,huawei-noah/DynaBERT_MNLI,False,634,False,yes,yes,yes,yes
313,11943,mistralai@Mistral-7B-v0.1\discussion_4.yaml,https://huggingface.co/mistralai/Mistral-7B-v0.1/discussions/4,mistralai/Mistral-7B-v0.1,False,941,False,yes,yes,yes,yes
314,15521,rhysjones@HelixNet-LMoE-Actor\discussion_1.yaml,https://huggingface.co/rhysjones/HelixNet-LMoE-Actor/discussions/1,rhysjones/HelixNet-LMoE-Actor,False,797,False,yes,yes,yes,yes
315,21825,Undi95@ReMM-L2-13B-v1\discussion_1.yaml,https://huggingface.co/Undi95/ReMM-L2-13B-v1/discussions/1,Undi95/ReMM-L2-13B-v1,False,325,False,yes,yes,yes,yes
316,16280,sayakpaul@sd-model-finetuned-lora-t4\discussion_1.yaml,https://huggingface.co/sayakpaul/sd-model-finetuned-lora-t4/discussions/1,sayakpaul/sd-model-finetuned-lora-t4,False,334,False,yes,yes,yes,yes
317,18293,TheBloke@Amethyst-13B-Mistral-GGUF\discussion_1.yaml,https://huggingface.co/TheBloke/Amethyst-13B-Mistral-GGUF/discussions/1,TheBloke/Amethyst-13B-Mistral-GGUF,False,660,False,no,no,no,no
318,15142,PygmalionAI@pygmalion-6b\discussion_40.yaml,https://huggingface.co/PygmalionAI/pygmalion-6b/discussions/40,PygmalionAI/pygmalion-6b,False,1670,False,yes,yes,yes,yes
319,4416,dandelin@vilt-b32-finetuned-nlvr2\discussion_1.yaml,https://huggingface.co/dandelin/vilt-b32-finetuned-nlvr2/discussions/1,dandelin/vilt-b32-finetuned-nlvr2,False,223,False,yes,yes,yes,yes
320,17251,stabilityai@stable-diffusion-2\discussion_65.yaml,https://huggingface.co/stabilityai/stable-diffusion-2/discussions/65,stabilityai/stable-diffusion-2,False,237,False,yes,yes,yes,yes
322,11753,MingZhong@DialogLED-base-16384\discussion_2.yaml,https://huggingface.co/MingZhong/DialogLED-base-16384/discussions/2,MingZhong/DialogLED-base-16384,False,148,False,yes,yes,yes,yes
323,3195,cognitivecomputations@dolphin-2.1-mistral-7b\discussion_13.yaml,https://huggingface.co/cognitivecomputations/dolphin-2.1-mistral-7b/discussions/13,cognitivecomputations/dolphin-2.1-mistral-7b,False,4063,False,no,no,no,no
324,216,abacaj@starcoderbase-1b-sft\discussion_4.yaml,https://huggingface.co/abacaj/starcoderbase-1b-sft/discussions/4,abacaj/starcoderbase-1b-sft,False,934,False,no,no,no,no
325,17480,stabilityai@stable-diffusion-xl-base-1.0\discussion_32.yaml,https://huggingface.co/stabilityai/stable-diffusion-xl-base-1.0/discussions/32,stabilityai/stable-diffusion-xl-base-1.0,False,1050,False,yes,yes,yes,yes
326,13736,oliverguhr@fullstop-punctuation-multilang-large\discussion_3.yaml,https://huggingface.co/oliverguhr/fullstop-punctuation-multilang-large/discussions/3,oliverguhr/fullstop-punctuation-multilang-large,False,708,False,yes,yes,yes,yes
327,2687,cerspense@zeroscope_v2_576w\discussion_3.yaml,https://huggingface.co/cerspense/zeroscope_v2_576w/discussions/3,cerspense/zeroscope_v2_576w,False,411,False,yes,yes,yes,yes
328,14829,plasmo@vox2\discussion_4.yaml,https://huggingface.co/plasmo/vox2/discussions/4,plasmo/vox2,False,7875,False,no,no,no,no
329,1694,bert-base-uncased\discussion_53.yaml,https://huggingface.co/bert-base-uncased/discussions/53,bert-base-uncased,False,1603,False,no,no,no,no
330,16043,Salesforce@codet5-base-codexglue-concode\discussion_1.yaml,https://huggingface.co/Salesforce/codet5-base-codexglue-concode/discussions/1,Salesforce/codet5-base-codexglue-concode,False,161,False,yes,yes,yes,yes
331,18133,templates@automatic-speech-recognition\discussion_1.yaml,https://huggingface.co/templates/automatic-speech-recognition/discussions/1,templates/automatic-speech-recognition,False,650,False,yes,yes,yes,yes
332,18057,TehVenom@WizardLM-13B-Uncensored-Q5_1-GGML\discussion_4.yaml,https://huggingface.co/TehVenom/WizardLM-13B-Uncensored-Q5_1-GGML/discussions/4,TehVenom/WizardLM-13B-Uncensored-Q5_1-GGML,False,69,False,yes,yes,yes,yes
335,22228,waifu-research-department@long-prompt-weighting-pipeline\discussion_1.yaml,https://huggingface.co/waifu-research-department/long-prompt-weighting-pipeline/discussions/1,waifu-research-department/long-prompt-weighting-pipeline,False,359,False,no,yes,yes,yes
336,34,01-ai@Yi-34B\discussion_8.yaml,https://huggingface.co/01-ai/Yi-34B/discussions/8,01-ai/Yi-34B,False,2353,False,yes,yes,yes,yes
337,8258,HuggingFaceH4@starchat-alpha\discussion_8.yaml,https://huggingface.co/HuggingFaceH4/starchat-alpha/discussions/8,HuggingFaceH4/starchat-alpha,False,1204,False,yes,yes,yes,yes
338,14399,openlm-research@open_llama_7b\discussion_3.yaml,https://huggingface.co/openlm-research/open_llama_7b/discussions/3,openlm-research/open_llama_7b,False,1547,False,yes,yes,yes,yes
339,11645,microsoft@trocr-small-printed\discussion_3.yaml,https://huggingface.co/microsoft/trocr-small-printed/discussions/3,microsoft/trocr-small-printed,False,1745,False,yes,yes,yes,yes
340,3854,CompVis@stable-diffusion-v1-4\discussion_86.yaml,https://huggingface.co/CompVis/stable-diffusion-v1-4/discussions/86,CompVis/stable-diffusion-v1-4,False,126,False,yes,yes,yes,yes
341,7505,gpt2\discussion_66.yaml,https://huggingface.co/gpt2/discussions/66,gpt2,False,101,False,no,no,no,no
342,21395,togethercomputer@Pythia-Chat-Base-7B\discussion_1.yaml,https://huggingface.co/togethercomputer/Pythia-Chat-Base-7B/discussions/1,togethercomputer/Pythia-Chat-Base-7B,False,312,False,no,no,no,no
343,1091,ArthurADJ@DanAvidan\discussion_1.yaml,https://huggingface.co/ArthurADJ/DanAvidan/discussions/1,ArthurADJ/DanAvidan,False,484,False,yes,yes,yes,yes
344,5988,enlyth@baj-tts\discussion_1.yaml,https://huggingface.co/enlyth/baj-tts/discussions/1,enlyth/baj-tts,False,67,False,yes,yes,yes,yes
345,13563,nsfwthrowitaway69@Venus-120b-v1.1\discussion_2.yaml,https://huggingface.co/nsfwthrowitaway69/Venus-120b-v1.1/discussions/2,nsfwthrowitaway69/Venus-120b-v1.1,False,1610,False,yes,yes,yes,yes
346,18437,TheBloke@deepseek-coder-1.3b-instruct-GGUF\discussion_1.yaml,https://huggingface.co/TheBloke/deepseek-coder-1.3b-instruct-GGUF/discussions/1,TheBloke/deepseek-coder-1.3b-instruct-GGUF,False,5609,False,no,no,no,no
347,9316,joaoalvarenga@bloom-8bit\discussion_3.yaml,https://huggingface.co/joaoalvarenga/bloom-8bit/discussions/3,joaoalvarenga/bloom-8bit,False,444,False,yes,yes,yes,yes
349,13200,nitrosocke@mo-di-diffusion\discussion_10.yaml,https://huggingface.co/nitrosocke/mo-di-diffusion/discussions/10,nitrosocke/mo-di-diffusion,False,1029,False,yes,yes,yes,yes
350,1579,BelleGroup@BELLE-LLaMA-7B-2M-enc\discussion_1.yaml,https://huggingface.co/BelleGroup/BELLE-LLaMA-7B-2M-enc/discussions/1,BelleGroup/BELLE-LLaMA-7B-2M-enc,False,1404,False,no,no,no,no
351,120,1-800-BAD-CODE@punctuation_fullstop_truecase_english\discussion_4.yaml,https://huggingface.co/1-800-BAD-CODE/punctuation_fullstop_truecase_english/discussions/4,1-800-BAD-CODE/punctuation_fullstop_truecase_english,False,1442,False,no,no,no,no
352,7489,gpt2\discussion_39.yaml,https://huggingface.co/gpt2/discussions/39,gpt2,False,1104,False,no,no,no,no
353,20719,THUDM@cogagent-vqa-hf\discussion_1.yaml,https://huggingface.co/THUDM/cogagent-vqa-hf/discussions/1,THUDM/cogagent-vqa-hf,False,131,False,yes,yes,yes,yes
355,22633,Xenova@mms-tts-por\discussion_1.yaml,https://huggingface.co/Xenova/mms-tts-por/discussions/1,Xenova/mms-tts-por,False,78,False,yes,yes,yes,yes
357,16050,Salesforce@codet5-small\discussion_4.yaml,https://huggingface.co/Salesforce/codet5-small/discussions/4,Salesforce/codet5-small,False,116,False,yes,yes,yes,yes
358,3375,cognitivecomputations@WizardLM-7B-Uncensored\discussion_15.yaml,https://huggingface.co/cognitivecomputations/WizardLM-7B-Uncensored/discussions/15,cognitivecomputations/WizardLM-7B-Uncensored,False,841,False,yes,yes,yes,yes
359,15369,ramadita@ID-Llama-2-7b-Chat-GPTQ\discussion_1.yaml,https://huggingface.co/ramadita/ID-Llama-2-7b-Chat-GPTQ/discussions/1,ramadita/ID-Llama-2-7b-Chat-GPTQ,False,1155,False,yes,yes,yes,yes
360,7761,h94@IP-Adapter-FaceID\discussion_20.yaml,https://huggingface.co/h94/IP-Adapter-FaceID/discussions/20,h94/IP-Adapter-FaceID,False,511,False,yes,yes,yes,yes
361,1648,berkeley-nest@Starling-LM-7B-alpha\discussion_26.yaml,https://huggingface.co/berkeley-nest/Starling-LM-7B-alpha/discussions/26,berkeley-nest/Starling-LM-7B-alpha,False,409,False,yes,yes,yes,yes
363,3204,cognitivecomputations@dolphin-2.1-mistral-7b\discussion_6.yaml,https://huggingface.co/cognitivecomputations/dolphin-2.1-mistral-7b/discussions/6,cognitivecomputations/dolphin-2.1-mistral-7b,False,1633,False,yes,yes,yes,yes
365,182,7eu7d7@ML-Danbooru\discussion_1.yaml,https://huggingface.co/7eu7d7/ML-Danbooru/discussions/1,7eu7d7/ML-Danbooru,False,451,False,yes,yes,yes,yes
366,6216,facebook@fastspeech2-en-ljspeech\discussion_18.yaml,https://huggingface.co/facebook/fastspeech2-en-ljspeech/discussions/18,facebook/fastspeech2-en-ljspeech,False,442,False,yes,yes,yes,yes
368,6275,facebook@maskformer-swin-large-coco\discussion_1.yaml,https://huggingface.co/facebook/maskformer-swin-large-coco/discussions/1,facebook/maskformer-swin-large-coco,False,821,False,yes,yes,yes,yes
369,13238,nitrosocke@redshift-diffusion-768\discussion_3.yaml,https://huggingface.co/nitrosocke/redshift-diffusion-768/discussions/3,nitrosocke/redshift-diffusion-768,False,443,False,yes,yes,yes,yes
371,15594,RJuro@SciNERTopic\discussion_2.yaml,https://huggingface.co/RJuro/SciNERTopic/discussions/2,RJuro/SciNERTopic,False,222,False,yes,yes,yes,yes
372,18782,TheBloke@leo-hessianai-7B-AWQ\discussion_1.yaml,https://huggingface.co/TheBloke/leo-hessianai-7B-AWQ/discussions/1,TheBloke/leo-hessianai-7B-AWQ,False,211,False,yes,yes,yes,yes
373,11755,minhtoan@gpt3-small-finetune-cnndaily-news\discussion_3.yaml,https://huggingface.co/minhtoan/gpt3-small-finetune-cnndaily-news/discussions/3,minhtoan/gpt3-small-finetune-cnndaily-news,False,195,False,yes,yes,yes,yes
374,11532,microsoft@phi-2\discussion_52.yaml,https://huggingface.co/microsoft/phi-2/discussions/52,microsoft/phi-2,False,504,False,yes,yes,yes,yes
375,13919,openai@shap-e\discussion_12.yaml,https://huggingface.co/openai/shap-e/discussions/12,openai/shap-e,False,204,False,no,no,no,no
376,13700,OFA-Sys@expertllama-7b-delta\discussion_1.yaml,https://huggingface.co/OFA-Sys/expertllama-7b-delta/discussions/1,OFA-Sys/expertllama-7b-delta,False,89,False,yes,yes,yes,yes
377,10905,madebyollin@sdxl-vae-fp16-fix\discussion_9.yaml,https://huggingface.co/madebyollin/sdxl-vae-fp16-fix/discussions/9,madebyollin/sdxl-vae-fp16-fix,False,395,False,yes,yes,yes,yes
378,253,Abirate@gpt_3_finetuned_multi_x_science\discussion_1.yaml,https://huggingface.co/Abirate/gpt_3_finetuned_multi_x_science/discussions/1,Abirate/gpt_3_finetuned_multi_x_science,False,137,False,yes,yes,yes,yes
